,Id,Date,Time,Code,Value,Unit,ImageDate,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8a,BAND_9,BAND_11,BAND_12,geometry
689,MEX03667,2019-10-26,12:00,TURB,2.0,NTU,2019-10-26,152.0,174.0,312.0,135.0,120.0,95.0,101.0,79.0,78.0,7.0,31.0,27.0,POINT (-106.76237 24.60864)
690,MEX03668,2019-10-26,12:00,TURB,2.0,NTU,2019-10-26,132.0,152.0,275.0,128.0,109.0,87.0,97.0,78.0,76.0,9.0,38.0,34.0,POINT (-106.74781 24.59264)
691,MEX03669,2019-10-26,12:00,TURB,2.0,NTU,2019-10-26,140.0,159.0,286.0,131.0,124.0,74.0,87.0,62.0,66.0,5.0,45.0,59.0,POINT (-106.71886 24.62845)
692,MEX00501,2019-10-27,12:00,TURB,8.0,NTU,2019-10-25,437.0,545.0,732.0,560.0,990.0,2447.0,3071.0,2921.0,3185.0,3732.0,1654.0,902.0,POINT (-104.25948 19.04234)
693,MEX03673,2019-10-27,12:00,TURB,3.0,NTU,2019-10-26,129.0,147.0,249.0,146.0,163.0,99.0,113.0,82.0,90.0,74.0,61.0,46.0,POINT (-106.65058 24.1363)
694,MEX03673,2019-10-27,12:00,TURB,3.0,NTU,2019-10-28,77.0,150.0,217.0,114.0,133.0,37.0,53.0,47.0,36.0,3.0,49.0,36.0,POINT (-106.65058 24.1363)
695,MEX03675,2019-10-27,12:00,TURB,2.0,NTU,2019-10-26,283.0,548.0,1255.0,656.0,1817.0,2574.0,2640.0,2630.0,2721.0,1762.0,1163.0,574.0,POINT (-106.6851 24.13018)
696,MEX03675,2019-10-27,12:00,TURB,2.0,NTU,2019-10-28,160.0,169.0,218.0,137.0,162.0,115.0,154.0,128.0,129.0,271.0,157.0,109.0,POINT (-106.6851 24.13018)
697,MEX03674,2019-10-27,12:00,TURB,2.0,NTU,2019-10-26,140.0,141.0,218.0,138.0,171.0,144.0,165.0,121.0,143.0,248.0,92.0,58.0,POINT (-106.69051 24.14662)
698,MEX03674,2019-10-27,12:00,TURB,2.0,NTU,2019-10-28,128.0,162.0,197.0,126.0,146.0,112.0,137.0,106.0,122.0,130.0,96.0,54.0,POINT (-106.69051 24.14662)
699,MEX03676,2019-10-27,12:00,TURB,3.0,NTU,2019-10-26,126.0,145.0,204.0,134.0,135.0,76.0,77.0,65.0,66.0,34.0,47.0,38.0,POINT (-106.7261 24.13359)
700,MEX03676,2019-10-27,12:00,TURB,3.0,NTU,2019-10-28,157.0,181.0,212.0,133.0,148.0,85.0,95.0,76.0,63.0,21.0,58.0,53.0,POINT (-106.7261 24.13359)
701,MEX03583,2019-10-27,12:00,TURB,20.0,NTU,2019-10-26,284.0,404.0,676.0,677.0,962.0,1264.0,1554.0,1478.0,1589.0,1458.0,1279.0,991.0,POINT (-107.61197 24.61106)
702,MEX03583,2019-10-27,12:00,TURB,20.0,NTU,2019-10-26,368.0,262.0,531.0,380.0,644.0,736.0,956.0,914.0,932.0,1426.0,710.0,458.0,POINT (-107.61197 24.61106)
703,MEX00025,2019-10-31,12:00,TURB,20.0,NTU,2019-10-30,480.0,787.0,1001.0,1041.0,1177.0,1264.0,1358.0,1320.0,1390.0,1841.0,924.0,760.0,POINT (-102.4653 22.18899)
704,MEX00047,2019-10-31,12:00,TURB,21.0,NTU,2019-11-01,239.0,290.0,454.0,435.0,419.0,150.0,181.0,129.0,96.0,482.0,135.0,134.0,POINT (-101.86181 21.99751)
705,MEX00047,2019-10-31,12:00,TURB,21.0,NTU,2019-11-01,340.0,300.0,458.0,432.0,454.0,212.0,236.0,195.0,217.0,1053.0,336.0,290.0,POINT (-101.86181 21.99751)
706,MEX03628,2019-10-31,12:00,TURB,2.0,NTU,2019-10-29,127.0,138.0,230.0,125.0,108.0,74.0,84.0,75.0,70.0,35.0,60.0,44.0,POINT (-108.70803 26.43419)
707,MEX03628,2019-10-31,12:00,TURB,2.0,NTU,2019-10-31,112.0,170.0,236.0,122.0,121.0,45.0,58.0,57.0,48.0,5.0,55.0,46.0,POINT (-108.70803 26.43419)
708,MEX03631,2019-10-31,12:00,TURB,2.0,NTU,2019-10-29,142.0,161.0,262.0,144.0,126.0,59.0,67.0,52.0,38.0,7.0,22.0,16.0,POINT (-108.67665 26.45624)
709,MEX03631,2019-10-31,12:00,TURB,2.0,NTU,2019-10-31,117.0,160.0,212.0,108.0,91.0,26.0,36.0,28.0,16.0,1.0,9.0,16.0,POINT (-108.67665 26.45624)
710,MEX00069,2019-10-31,12:00,TURB,35.0,NTU,2019-10-30,508.0,666.0,926.0,1071.0,1378.0,1798.0,1934.0,1973.0,2087.0,2093.0,2591.0,2183.0,POINT (-102.33911 22.2473)
711,MEX00069,2019-10-31,12:00,TURB,35.0,NTU,2019-11-01,955.0,1135.0,1364.0,1468.0,1790.0,2173.0,2358.0,2377.0,2536.0,2569.0,2805.0,2494.0,POINT (-102.33911 22.2473)
712,MEX03629,2019-10-31,12:00,TURB,3.0,NTU,2019-10-29,171.0,206.0,314.0,170.0,154.0,72.0,77.0,65.0,56.0,5.0,15.0,15.0,POINT (-108.70685 26.46003)
713,MEX03629,2019-10-31,12:00,TURB,3.0,NTU,2019-10-31,158.0,208.0,312.0,149.0,141.0,53.0,66.0,47.0,33.0,1.0,15.0,11.0,POINT (-108.70685 26.46003)
714,MEX00043,2019-10-31,12:00,TURB,7.0,NTU,2019-10-30,802.0,960.0,1404.0,1954.0,2226.0,2498.0,2614.0,2654.0,2784.0,2849.0,3300.0,2800.0,POINT (-102.34201 22.143375)
715,MEX00043,2019-10-31,12:00,TURB,7.0,NTU,2019-11-01,1124.0,1309.0,1585.0,1893.0,2173.0,2497.0,2706.0,2726.0,2853.0,2905.0,2954.0,2497.0,POINT (-102.34201 22.143375)
716,MEX03630,2019-10-31,12:00,TURB,3.0,NTU,2019-10-29,162.0,173.0,275.0,147.0,129.0,68.0,69.0,64.0,53.0,3.0,18.0,26.0,POINT (-108.68713 26.46285)
717,MEX03630,2019-10-31,12:00,TURB,3.0,NTU,2019-10-31,139.0,179.0,258.0,122.0,103.0,53.0,59.0,45.0,42.0,,11.0,13.0,POINT (-108.68713 26.46285)
