,ID,DATE,TIME,CODE,VALUE,UNIT,IMAGEDATE,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,geometry
153,MEX00905,2019-02-13,12:00,TURB,7.0,NTU,2019-02-14,343.0,569.0,826.0,464.0,357.0,148.0,145.0,105.0,90.0,62.0,82.0,120.0,POINT (-100.384 21.3592)
154,MEX00900,2019-02-13,12:00,TURB,17.0,NTU,2019-02-14,551.0,837.0,1140.0,932.0,854.0,547.0,554.0,531.0,542.0,474.0,727.0,679.0,POINT (-100.2993 21.1571)
155,MEX00904,2019-02-13,12:00,TURB,9.0,NTU,2019-02-14,838.0,728.0,1018.0,775.0,778.0,616.0,617.0,501.0,586.0,2068.0,767.0,771.0,POINT (-100.3773 21.3531)
156,MEX00906,2019-02-13,12:00,TURB,8.0,NTU,2019-02-14,308.0,506.0,735.0,424.0,331.0,126.0,126.0,97.0,84.0,186.0,104.0,104.0,POINT (-100.38885 21.36422)
157,MEX01257,2019-02-13,12:00,TURB,0.0,NTU,2019-02-14,57.0,100.0,125.0,62.0,60.0,13.0,25.0,3.0,6.0,0.0,35.0,35.0,POINT (-101.85149 18.25658)
158,MEX01226,2019-02-13,12:00,TURB,9.0,NTU,2019-02-14,480.0,426.0,515.0,440.0,675.0,726.0,803.0,723.0,773.0,1275.0,722.0,513.0,POINT (-102.2226 17.94775)
159,MEX03149,2019-02-13,12:00,TURB,1.0,NTU,2019-02-12,0.0,26.0,135.0,60.0,63.0,17.0,12.0,12.0,14.0,3.0,69.0,63.0,POINT (-104.02666 19.94845)
160,MEX03149,2019-02-13,12:00,TURB,1.0,NTU,2019-02-12,37.0,62.0,155.0,74.0,68.0,25.0,31.0,25.0,33.0,6.0,63.0,57.0,POINT (-104.02666 19.94845)
161,MEX03151,2019-02-13,12:00,TURB,1.0,NTU,2019-02-12,1.0,17.0,103.0,52.0,59.0,3.0,1.0,1.0,4.0,2.0,43.0,45.0,POINT (-104.05975 19.91337)
162,MEX00729,2019-02-13,12:00,TURB,7.0,NTU,2019-02-11,330.0,513.0,698.0,640.0,697.0,686.0,717.0,710.0,740.0,1094.0,1126.0,1052.0,POINT (-99.96128 19.6609)
163,MEX00899,2019-02-13,12:00,TURB,16.0,NTU,2019-02-14,468.0,741.0,1072.0,734.0,566.0,214.0,232.0,167.0,136.0,29.0,143.0,161.0,POINT (-100.2973 21.1557)
164,MEX00731,2019-02-13,12:00,TURB,11.0,NTU,2019-02-11,215.0,292.0,425.0,271.0,329.0,217.0,275.0,212.0,185.0,787.0,284.0,227.0,POINT (-99.96532999999999 19.63797)
165,MEX02000,2019-02-13,12:00,TURB,7.0,NTU,2019-02-12,662.0,1011.0,1445.0,890.0,708.0,211.0,227.0,178.0,131.0,50.0,39.0,35.0,POINT (-92.57543 18.36755)
166,MEX00730,2019-02-13,12:00,TURB,19.0,NTU,2019-02-11,390.0,703.0,969.0,1214.0,1518.0,1740.0,1909.0,2014.0,2137.0,1919.0,2559.0,2101.0,POINT (-99.98378 19.61868)
167,MEX01132,2019-02-13,12:00,TURB,12.0,NTU,2019-02-11,285.0,433.0,667.0,552.0,1154.0,1218.0,1266.0,1165.0,1050.0,741.0,782.0,665.0,POINT (-99.31116 19.96261)
168,MEX03150,2019-02-13,12:00,TURB,1.0,NTU,2019-02-12,1.0,19.0,100.0,49.0,53.0,6.0,11.0,1.0,0.0,1.0,17.0,27.0,POINT (-104.04719 19.92502)
169,MEX00479,2019-02-14,12:00,TURB,22.0,NTU,2019-02-12,261.0,295.0,953.0,512.0,1002.0,800.0,864.0,826.0,817.0,578.0,482.0,272.0,POINT (-103.77939 18.91745)
170,MEX00479,2019-02-14,12:00,TURB,22.0,NTU,2019-02-12,295.0,326.0,1088.0,584.0,1054.0,489.0,519.0,429.0,379.0,507.0,215.0,145.0,POINT (-103.77939 18.91745)
171,MEX03155,2019-02-14,12:00,TURB,2.0,NTU,2019-02-12,30.0,36.0,106.0,45.0,41.0,6.0,30.0,9.0,8.0,39.0,99.0,97.0,POINT (-104.36854 19.97562)
172,MEX02003,2019-02-14,12:00,TURB,3.0,NTU,2019-02-12,216.0,360.0,565.0,442.0,412.0,138.0,150.0,117.0,86.0,6.0,36.0,23.0,POINT (-92.65871 18.23678)
173,MEX02584,2019-02-14,12:00,TURB,18.0,NTU,2019-02-12,153.0,293.0,524.0,369.0,508.0,178.0,199.0,149.0,102.0,5.0,23.0,11.0,POINT (-92.02444 17.77308)
174,MEX02584,2019-02-14,12:00,TURB,18.0,NTU,2019-02-12,242.0,352.0,556.0,392.0,537.0,208.0,234.0,174.0,128.0,53.0,27.0,13.0,POINT (-92.02444 17.77308)
175,MEX01546,2019-02-14,12:00,TURB,2.0,NTU,2019-02-15,125.0,154.0,300.0,199.0,500.0,1460.0,1802.0,1757.0,1947.0,1778.0,983.0,461.0,POINT (-105.20662 21.52829)
176,MEX03159,2019-02-14,12:00,TURB,3.0,NTU,2019-02-12,112.0,155.0,280.0,169.0,132.0,42.0,39.0,30.0,12.0,0.0,20.0,28.0,POINT (-104.30647 20.03868)
177,MEX03160,2019-02-14,12:00,TURB,4.0,NTU,2019-02-12,86.0,138.0,276.0,159.0,125.0,28.0,35.0,18.0,11.0,0.0,57.0,68.0,POINT (-104.31958 20.03691)
178,MEX00478,2019-02-14,12:00,TURB,5.0,NTU,2019-02-12,313.0,348.0,526.0,348.0,326.0,116.0,131.0,106.0,88.0,1.0,100.0,77.0,POINT (-103.7732 18.81111)
179,MEX02589,2019-02-14,12:00,TURB,22.0,NTU,2019-02-12,314.0,527.0,818.0,696.0,767.0,288.0,318.0,237.0,163.0,9.0,47.0,31.0,POINT (-92.03830000000001 17.79768)
180,MEX02589,2019-02-14,12:00,TURB,22.0,NTU,2019-02-12,395.0,573.0,848.0,710.0,793.0,339.0,363.0,286.0,210.0,87.0,60.0,41.0,POINT (-92.03830000000001 17.79768)
181,MEX03156,2019-02-14,12:00,TURB,3.0,NTU,2019-02-12,31.0,71.0,192.0,101.0,93.0,2.0,6.0,1.0,2.0,0.0,86.0,66.0,POINT (-104.31423 20.0596)
182,MEX03158,2019-02-14,12:00,TURB,1.0,NTU,2019-02-12,14.0,34.0,108.0,44.0,30.0,1.0,1.0,1.0,1.0,1.0,27.0,41.0,POINT (-104.34454 19.98811)
183,MEX02586,2019-02-14,12:00,TURB,16.0,NTU,2019-02-12,100.0,221.0,501.0,367.0,509.0,129.0,145.0,101.0,45.0,0.0,30.0,30.0,POINT (-92.00019 17.74549)
184,MEX02586,2019-02-14,12:00,TURB,16.0,NTU,2019-02-12,192.0,284.0,535.0,393.0,544.0,186.0,199.0,157.0,104.0,37.0,41.0,31.0,POINT (-92.00019 17.74549)
185,MEX02587,2019-02-14,12:00,TURB,10.0,NTU,2019-02-12,62.0,177.0,420.0,291.0,411.0,84.0,122.0,89.0,58.0,10.0,81.0,74.0,POINT (-92.01282 17.72761)
186,MEX02587,2019-02-14,12:00,TURB,10.0,NTU,2019-02-12,161.0,252.0,468.0,321.0,453.0,153.0,192.0,153.0,124.0,93.0,98.0,71.0,POINT (-92.01282 17.72761)
187,MEX03157,2019-02-14,12:00,TURB,1.0,NTU,2019-02-12,30.0,57.0,122.0,53.0,36.0,2.0,9.0,1.0,2.0,0.0,21.0,29.0,POINT (-104.36499 19.98527)
188,MEX02585,2019-02-14,12:00,TURB,12.0,NTU,2019-02-12,85.0,204.0,426.0,284.0,413.0,133.0,143.0,109.0,71.0,5.0,27.0,30.0,POINT (-92.01372000000001 17.74799)
189,MEX02585,2019-02-14,12:00,TURB,12.0,NTU,2019-02-12,178.0,258.0,464.0,307.0,445.0,166.0,180.0,144.0,104.0,70.0,33.0,35.0,POINT (-92.01372000000001 17.74799)
190,MEX02588,2019-02-14,12:00,TURB,14.0,NTU,2019-02-12,183.0,297.0,596.0,400.0,1060.0,2876.0,3512.0,3626.0,3839.0,3825.0,2218.0,1046.0,POINT (-92.06119 17.7362)
191,MEX01197,2019-02-15,12:00,TURB,18.0,NTU,2019-02-16,357.0,513.0,873.0,683.0,722.0,258.0,268.0,206.0,146.0,42.0,48.0,26.0,POINT (-98.87022 20.68757)
192,MEX01198,2019-02-15,12:00,TURB,20.0,NTU,2019-02-16,305.0,449.0,791.0,699.0,769.0,324.0,325.0,257.0,177.0,52.0,73.0,63.0,POINT (-98.86408 20.68176)
193,MEX00908,2019-02-15,12:00,TURB,120.0,NTU,2019-02-14,874.0,1186.0,1596.0,1802.0,1826.0,991.0,961.0,773.0,551.0,137.0,70.0,61.0,POINT (-100.7913 20.8814)
194,MEX00907,2019-02-15,12:00,TURB,2.0,NTU,2019-02-14,875.0,1214.0,1651.0,1874.0,1830.0,971.0,929.0,749.0,530.0,174.0,104.0,82.0,POINT (-100.8223 20.8466)
195,MEX00909,2019-02-15,12:00,TURB,130.0,NTU,2019-02-14,816.0,1125.0,1531.0,1714.0,1779.0,1038.0,1011.0,817.0,620.0,254.0,159.0,114.0,POINT (-100.80187 20.91636)
196,MEX02202,2019-02-18,12:00,TURB,7.0,NTU,2019-02-16,70.0,92.0,191.0,101.0,191.0,78.0,67.0,38.0,15.0,0.0,42.0,46.0,POINT (-99.25723000000001 19.63001)
197,MEX02201,2019-02-18,12:00,TURB,8.0,NTU,2019-02-16,46.0,75.0,167.0,83.0,161.0,52.0,56.0,23.0,7.0,3.0,51.0,64.0,POINT (-99.2499 19.6234)
198,MEX02203,2019-02-18,12:00,TURB,8.0,NTU,2019-02-16,104.0,115.0,200.0,123.0,210.0,105.0,111.0,76.0,73.0,62.0,87.0,74.0,POINT (-99.25247 19.63405)
199,MEX02205,2019-02-18,12:00,TURB,7.0,NTU,2019-02-16,80.0,113.0,202.0,116.0,200.0,101.0,77.0,63.0,34.0,16.0,55.0,54.0,POINT (-99.26012 19.63323)
200,MEX02248,2019-02-18,12:00,TURB,0.0,NTU,2019-02-16,289.0,409.0,650.0,862.0,1136.0,1471.0,1711.0,1766.0,1961.0,2144.0,2084.0,1422.0,POINT (-99.14955999999999 18.89522)
201,MEX02247,2019-02-18,12:00,TURB,2.0,NTU,2019-02-16,255.0,302.0,501.0,572.0,868.0,1312.0,1496.0,1571.0,1715.0,1775.0,1747.0,1156.0,POINT (-99.15058000000001 18.89475)
202,MEX02246,2019-02-18,12:00,TURB,0.0,NTU,2019-02-16,255.0,302.0,501.0,572.0,868.0,1312.0,1496.0,1571.0,1715.0,1775.0,1747.0,1156.0,POINT (-99.1503 18.89432)
203,MEX03120,2019-02-19,12:00,TURB,33.0,NTU,2019-02-17,331.0,516.0,944.0,593.0,1024.0,618.0,614.0,504.0,387.0,161.0,90.0,52.0,POINT (-102.7272 20.27663)
204,MEX03120,2019-02-19,12:00,TURB,33.0,NTU,2019-02-19,412.0,508.0,794.0,640.0,816.0,385.0,386.0,304.0,213.0,23.0,17.0,12.0,POINT (-102.7272 20.27663)
205,MEX03091,2019-02-19,12:00,TURB,28.0,NTU,2019-02-17,505.0,710.0,971.0,817.0,902.0,443.0,426.0,373.0,267.0,108.0,106.0,99.0,POINT (-102.78117 20.2198)
206,MEX03091,2019-02-19,12:00,TURB,28.0,NTU,2019-02-19,438.0,534.0,824.0,684.0,799.0,337.0,347.0,271.0,172.0,15.0,10.0,6.0,POINT (-102.78117 20.2198)
207,MEX03090,2019-02-19,12:00,TURB,28.0,NTU,2019-02-17,536.0,747.0,987.0,815.0,817.0,389.0,385.0,332.0,241.0,119.0,120.0,115.0,POINT (-102.80433 20.17141)
208,MEX03090,2019-02-19,12:00,TURB,28.0,NTU,2019-02-19,471.0,584.0,887.0,692.0,748.0,287.0,291.0,217.0,146.0,12.0,14.0,10.0,POINT (-102.80433 20.17141)
209,MEX03088,2019-02-19,12:00,TURB,26.0,NTU,2019-02-17,447.0,645.0,906.0,720.0,801.0,380.0,379.0,318.0,232.0,105.0,90.0,80.0,POINT (-102.7732 20.1586)
210,MEX03088,2019-02-19,12:00,TURB,26.0,NTU,2019-02-19,430.0,547.0,842.0,657.0,720.0,280.0,283.0,220.0,150.0,15.0,19.0,15.0,POINT (-102.7732 20.1586)
211,MEX03133,2019-02-19,12:00,TURB,27.0,NTU,2019-02-17,411.0,595.0,901.0,631.0,842.0,403.0,398.0,337.0,247.0,89.0,88.0,84.0,POINT (-102.8701 20.1739)
212,MEX03122,2019-02-19,12:00,TURB,18.0,NTU,2019-02-17,471.0,667.0,885.0,679.0,609.0,227.0,225.0,177.0,124.0,43.0,43.0,42.0,POINT (-102.82366 20.29715)
213,MEX03121,2019-02-19,12:00,TURB,24.0,NTU,2019-02-17,457.0,646.0,933.0,713.0,816.0,370.0,363.0,301.0,222.0,78.0,69.0,64.0,POINT (-102.7523 20.27235)
214,MEX03121,2019-02-19,12:00,TURB,24.0,NTU,2019-02-19,483.0,602.0,867.0,703.0,698.0,271.0,272.0,207.0,135.0,17.0,19.0,16.0,POINT (-102.7523 20.27235)
215,MEX03086,2019-02-19,12:00,TURB,24.0,NTU,2019-02-17,446.0,642.0,893.0,655.0,671.0,267.0,255.0,202.0,144.0,57.0,39.0,35.0,POINT (-102.87219 20.25016)
216,MEX00733,2019-02-20,12:00,TURB,21.0,NTU,2019-02-21,66.0,209.0,442.0,221.0,270.0,100.0,96.0,73.0,53.0,34.0,38.0,32.0,POINT (-99.99081 19.45822)
217,MEX00734,2019-02-20,12:00,TURB,10.0,NTU,2019-02-21,66.0,206.0,451.0,227.0,267.0,106.0,100.0,85.0,64.0,49.0,51.0,50.0,POINT (-99.99544 19.46325)
218,MEX01080,2019-02-20,12:00,TURB,6.0,NTU,2019-02-21,143.0,223.0,461.0,248.0,190.0,31.0,52.0,34.0,40.0,117.0,128.0,128.0,POINT (-99.46387 18.29656)
219,MEX00737,2019-02-20,12:00,TURB,3.0,NTU,2019-02-21,46.0,122.0,291.0,141.0,169.0,62.0,82.0,62.0,46.0,269.0,102.0,102.0,POINT (-100.05466 19.46159)
220,MEX01081,2019-02-20,12:00,TURB,33.0,NTU,2019-02-21,313.0,475.0,712.0,830.0,1206.0,1700.0,1938.0,2038.0,2073.0,2312.0,2154.0,1526.0,POINT (-99.42946000000001 18.30916)
221,MEX01173,2019-02-20,12:00,TURB,11.0,NTU,2019-02-21,32.0,82.0,148.0,160.0,202.0,155.0,205.0,192.0,221.0,604.0,339.0,258.0,POINT (-98.36839000000001 19.86751)
222,MEX01173,2019-02-20,12:00,TURB,11.0,NTU,2019-02-21,1.0,72.0,148.0,185.0,248.0,263.0,307.0,322.0,368.0,636.0,535.0,409.0,POINT (-98.36839000000001 19.86751)
223,MEX02308,2019-02-20,12:00,TURB,33.0,NTU,2019-02-21,335.0,592.0,846.0,1089.0,1392.0,1719.0,1890.0,1985.0,2083.0,1607.0,2237.0,1698.0,POINT (-98.70934 18.60751)
224,MEX01174,2019-02-20,12:00,TURB,13.0,NTU,2019-02-21,105.0,182.0,244.0,312.0,405.0,515.0,587.0,638.0,694.0,686.0,1178.0,860.0,POINT (-98.39118999999999 19.86899)
225,MEX01174,2019-02-20,12:00,TURB,13.0,NTU,2019-02-21,62.0,136.0,205.0,274.0,370.0,467.0,537.0,585.0,636.0,677.0,1114.0,809.0,POINT (-98.39118999999999 19.86899)
226,MEX01175,2019-02-20,12:00,TURB,7.0,NTU,2019-02-21,55.0,136.0,232.0,257.0,417.0,521.0,588.0,623.0,626.0,621.0,610.0,442.0,POINT (-98.39931 19.84471)
227,MEX01175,2019-02-20,12:00,TURB,7.0,NTU,2019-02-21,20.0,66.0,137.0,192.0,299.0,400.0,459.0,487.0,517.0,629.0,724.0,534.0,POINT (-98.39931 19.84471)
228,MEX02307,2019-02-20,12:00,TURB,2.0,NTU,2019-02-21,315.0,500.0,836.0,713.0,655.0,200.0,215.0,151.0,118.0,158.0,150.0,128.0,POINT (-98.71334 18.58528)
229,MEX00735,2019-02-20,12:00,TURB,12.0,NTU,2019-02-21,48.0,192.0,444.0,203.0,245.0,89.0,82.0,60.0,45.0,39.0,49.0,48.0,POINT (-99.99575 19.45484)
230,MEX02309,2019-02-20,12:00,TURB,14.0,NTU,2019-02-21,336.0,934.0,1252.0,1547.0,1763.0,1772.0,1920.0,2033.0,2012.0,1062.0,2529.0,2014.0,POINT (-98.7514 18.64657)
231,MEX02455,2019-02-21,12:00,TURB,31.0,NTU,2019-02-22,474.0,673.0,1446.0,699.0,949.0,441.0,450.0,385.0,314.0,1224.0,158.0,104.0,POINT (-91.73166000000001 16.12743)
232,MEX02459,2019-02-21,12:00,TURB,0.0,NTU,2019-02-22,275.0,369.0,442.0,218.0,336.0,493.0,562.0,582.0,642.0,306.0,493.0,302.0,POINT (-91.67519 16.0853)
233,MEX02460,2019-02-21,12:00,TURB,0.0,NTU,2019-02-22,281.0,296.0,227.0,98.0,99.0,93.0,99.0,71.0,76.0,73.0,70.0,56.0,POINT (-91.66927 16.08659)
234,MEX02456,2019-02-21,12:00,TURB,40.0,NTU,2019-02-22,335.0,414.0,882.0,384.0,443.0,169.0,182.0,133.0,109.0,73.0,54.0,45.0,POINT (-91.72913 16.12011)
235,MEX02286,2019-02-22,12:00,TURB,20.0,NTU,2019-02-21,4.0,80.0,160.0,81.0,52.0,1.0,1.0,1.0,1.0,1.0,25.0,32.0,POINT (-99.33588 18.74361)
236,MEX02287,2019-02-22,12:00,TURB,2.0,NTU,2019-02-21,143.0,236.0,398.0,310.0,433.0,514.0,561.0,550.0,813.0,452.0,592.0,456.0,POINT (-99.32953000000001 18.76496)
237,MEX02089,2019-02-24,12:00,TURB,7.0,NTU,2019-02-22,144.0,198.0,411.0,224.0,346.0,158.0,162.0,139.0,113.0,121.0,115.0,119.0,POINT (-102.89444 22.01694)
238,MEX02087,2019-02-24,12:00,TURB,7.0,NTU,2019-02-22,147.0,181.0,382.0,218.0,305.0,169.0,175.0,131.0,143.0,170.0,158.0,158.0,POINT (-102.89639 21.99944)
239,MEX02151,2019-02-24,12:00,TURB,27.0,NTU,2019-02-22,406.0,551.0,916.0,878.0,870.0,376.0,366.0,289.0,228.0,219.0,153.0,164.0,POINT (-103.36361 21.62972)
240,MEX02110,2019-02-24,12:00,TURB,6.0,NTU,2019-02-22,136.0,191.0,395.0,219.0,322.0,144.0,146.0,121.0,105.0,118.0,108.0,103.0,POINT (-102.8967 22.00639)
241,MEX02149,2019-02-24,12:00,TURB,28.0,NTU,2019-02-22,259.0,418.0,722.0,674.0,691.0,304.0,291.0,279.0,202.0,160.0,209.0,191.0,POINT (-103.35056 21.645)
242,MEX02150,2019-02-24,12:00,TURB,27.0,NTU,2019-02-22,356.0,500.0,841.0,787.0,800.0,369.0,354.0,309.0,253.0,216.0,243.0,232.0,POINT (-103.36278 21.64222)
243,MEX00795,2019-02-25,12:00,TURB,2.0,NTU,2019-02-24,271.0,364.0,284.0,188.0,190.0,219.0,322.0,323.0,264.0,634.0,185.0,173.0,POINT (-100.14367 19.76984)
244,MEX00795,2019-02-25,12:00,TURB,2.0,NTU,2019-02-26,174.0,132.0,216.0,117.0,211.0,271.0,297.0,173.0,290.0,1556.0,255.0,225.0,POINT (-100.14367 19.76984)
245,MEX01438,2019-02-25,12:00,TURB,2.0,NTU,2019-02-24,40.0,73.0,114.0,46.0,78.0,52.0,81.0,49.0,78.0,361.0,242.0,165.0,POINT (-101.25336 19.53011)
246,MEX01438,2019-02-25,12:00,TURB,2.0,NTU,2019-02-24,193.0,260.0,424.0,427.0,634.0,950.0,1084.0,1183.0,1246.0,1819.0,1354.0,936.0,POINT (-101.25336 19.53011)
247,MEX01439,2019-02-25,12:00,TURB,2.0,NTU,2019-02-24,10.0,55.0,104.0,32.0,51.0,32.0,19.0,25.0,33.0,973.0,123.0,69.0,POINT (-101.2478 19.52578)
248,MEX01439,2019-02-25,12:00,TURB,2.0,NTU,2019-02-24,20.0,66.0,114.0,38.0,59.0,48.0,45.0,37.0,46.0,1086.0,145.0,76.0,POINT (-101.2478 19.52578)
249,MEX04139,2019-02-25,12:00,TURB,12.0,NTU,2019-02-26,242.0,370.0,885.0,350.0,470.0,145.0,141.0,93.0,77.0,11.0,85.0,76.0,POINT (-99.38535 19.83476)
250,MEX04139,2019-02-25,12:00,TURB,12.0,NTU,2019-02-26,235.0,368.0,887.0,348.0,472.0,137.0,138.0,93.0,77.0,11.0,87.0,73.0,POINT (-99.38535 19.83476)
251,MEX00793,2019-02-25,12:00,TURB,2.0,NTU,2019-02-24,9550.0,8580.0,8403.0,8037.0,8483.0,8341.0,8356.0,8422.0,8461.0,15438.0,6740.0,6566.0,POINT (-100.14494 19.77593)
252,MEX00793,2019-02-25,12:00,TURB,2.0,NTU,2019-02-26,149.0,157.0,272.0,200.0,325.0,514.0,602.0,568.0,663.0,1428.0,604.0,405.0,POINT (-100.14494 19.77593)
253,MEX00792,2019-02-25,12:00,TURB,2.0,NTU,2019-02-24,9550.0,8580.0,8403.0,8037.0,8483.0,8341.0,8356.0,8422.0,8461.0,15438.0,6740.0,6566.0,POINT (-100.14488 19.77555)
254,MEX00792,2019-02-25,12:00,TURB,2.0,NTU,2019-02-26,149.0,157.0,272.0,200.0,325.0,514.0,602.0,568.0,663.0,1428.0,604.0,405.0,POINT (-100.14488 19.77555)
255,MEX04138,2019-02-25,12:00,TURB,13.0,NTU,2019-02-26,237.0,370.0,807.0,344.0,415.0,116.0,114.0,76.0,62.0,22.0,77.0,84.0,POINT (-99.40734 19.83532)
256,MEX04138,2019-02-25,12:00,TURB,13.0,NTU,2019-02-26,229.0,365.0,802.0,338.0,409.0,122.0,114.0,77.0,60.0,18.0,83.0,88.0,POINT (-99.40734 19.83532)
257,MEX00794,2019-02-25,12:00,TURB,2.0,NTU,2019-02-24,358.0,376.0,360.0,245.0,280.0,351.0,450.0,418.0,374.0,764.0,258.0,178.0,POINT (-100.14576 19.7699)
258,MEX00794,2019-02-25,12:00,TURB,2.0,NTU,2019-02-26,204.0,124.0,246.0,134.0,313.0,550.0,542.0,535.0,588.0,1619.0,430.0,263.0,POINT (-100.14576 19.7699)
259,MEX03143,2019-02-26,12:00,TURB,10.0,NTU,2019-02-27,66.0,129.0,207.0,123.0,293.0,135.0,130.0,97.0,51.0,0.0,41.0,45.0,POINT (-103.65375 20.479)
260,MEX01736,2019-02-26,12:00,TURB,1.0,NTU,2019-02-26,762.0,1186.0,1615.0,1754.0,2220.0,2413.0,2611.0,2756.0,2997.0,2400.0,3458.0,2870.0,POINT (-99.47091 21.20601)
261,MEX03142,2019-02-26,12:00,TURB,13.0,NTU,2019-02-27,109.0,77.0,136.0,99.0,273.0,155.0,162.0,127.0,78.0,451.0,136.0,117.0,POINT (-103.65081 20.46668)
262,MEX03007,2019-02-26,12:00,TURB,5.0,NTU,2019-02-27,5.0,102.0,197.0,81.0,83.0,1.0,7.0,1.0,1.0,1.0,22.0,37.0,POINT (-102.97246 20.68059)
263,MEX03007,2019-02-26,12:00,TURB,5.0,NTU,2019-02-27,11.0,107.0,201.0,85.0,90.0,7.0,14.0,1.0,1.0,1.0,24.0,38.0,POINT (-102.97246 20.68059)
264,MEX01421,2019-02-26,12:00,TURB,54.0,NTU,2019-02-24,462.0,690.0,962.0,1015.0,943.0,382.0,363.0,264.0,165.0,27.0,68.0,84.0,POINT (-100.24456 20.08398)
265,MEX01421,2019-02-26,12:00,TURB,54.0,NTU,2019-02-26,426.0,569.0,849.0,895.0,836.0,313.0,299.0,218.0,134.0,4.0,59.0,76.0,POINT (-100.24456 20.08398)
266,MEX03144,2019-02-26,12:00,TURB,7.0,NTU,2019-02-27,303.0,402.0,590.0,721.0,958.0,1482.0,1691.0,1784.0,1934.0,2041.0,2338.0,1646.0,POINT (-103.63992 20.49539)
267,MEX04115,2019-02-26,12:00,TURB,2.0,NTU,2019-02-24,158.0,232.0,311.0,164.0,160.0,87.0,95.0,64.0,76.0,42.0,73.0,82.0,POINT (-100.60876 19.56984)
268,MEX03006,2019-02-26,12:00,TURB,3.0,NTU,2019-02-27,8.0,97.0,186.0,95.0,92.0,19.0,33.0,19.0,9.0,1.0,39.0,49.0,POINT (-102.91882 20.69178)
269,MEX03006,2019-02-26,12:00,TURB,3.0,NTU,2019-02-27,62.0,166.0,236.0,125.0,124.0,54.0,68.0,51.0,38.0,11.0,48.0,52.0,POINT (-102.91882 20.69178)
270,MEX01419,2019-02-26,12:00,TURB,24.0,NTU,2019-02-24,563.0,691.0,834.0,853.0,909.0,673.0,673.0,649.0,594.0,758.0,654.0,648.0,POINT (-100.21818 20.05321)
271,MEX01419,2019-02-26,12:00,TURB,24.0,NTU,2019-02-26,182.0,233.0,375.0,414.0,436.0,167.0,157.0,108.0,65.0,1.0,18.0,25.0,POINT (-100.21818 20.05321)
272,MEX01738,2019-02-26,12:00,TURB,0.0,NTU,2019-02-26,380.0,202.0,367.0,134.0,106.0,82.0,139.0,132.0,133.0,1059.0,342.0,223.0,POINT (-99.4705 21.20119)
273,MEX01730,2019-02-26,12:00,TURB,3.0,NTU,2019-02-26,327.0,303.0,605.0,455.0,1029.0,1954.0,2226.0,2304.0,2462.0,2328.0,1916.0,1112.0,POINT (-99.48436 21.18609)
274,MEX04114,2019-02-26,12:00,TURB,3.0,NTU,2019-02-24,202.0,222.0,318.0,195.0,252.0,237.0,298.0,225.0,294.0,642.0,239.0,186.0,POINT (-100.60937 19.57889)
275,MEX01423,2019-02-26,12:00,TURB,57.0,NTU,2019-02-24,363.0,507.0,656.0,666.0,629.0,260.0,263.0,183.0,129.0,49.0,66.0,82.0,POINT (-100.2681 20.06859)
276,MEX01423,2019-02-26,12:00,TURB,57.0,NTU,2019-02-26,438.0,566.0,871.0,745.0,868.0,356.0,338.0,241.0,141.0,1.0,42.0,46.0,POINT (-100.2681 20.06859)
277,MEX01424,2019-02-26,12:00,TURB,68.0,NTU,2019-02-24,1528.0,1695.0,2029.0,2210.0,2301.0,2070.0,2138.0,2089.0,2136.0,2194.0,2680.0,2486.0,POINT (-100.27539 20.08338)
278,MEX01424,2019-02-26,12:00,TURB,68.0,NTU,2019-02-26,387.0,506.0,856.0,599.0,971.0,524.0,509.0,379.0,249.0,24.0,43.0,30.0,POINT (-100.27539 20.08338)
279,MEX01418,2019-02-26,12:00,TURB,23.0,NTU,2019-02-24,341.0,454.0,626.0,556.0,726.0,449.0,445.0,339.0,293.0,176.0,206.0,204.0,POINT (-100.21207 20.05604)
280,MEX01418,2019-02-26,12:00,TURB,23.0,NTU,2019-02-26,183.0,229.0,359.0,417.0,412.0,150.0,140.0,94.0,62.0,1.0,44.0,56.0,POINT (-100.21207 20.05604)
281,MEX01731,2019-02-26,12:00,TURB,2.0,NTU,2019-02-26,160.0,197.0,351.0,119.0,108.0,59.0,75.0,76.0,61.0,102.0,135.0,105.0,POINT (-99.47543 21.19486)
282,MEX01422,2019-02-26,12:00,TURB,60.0,NTU,2019-02-24,536.0,743.0,1052.0,858.0,1089.0,560.0,537.0,421.0,305.0,115.0,159.0,152.0,POINT (-100.24848 20.09001)
283,MEX01422,2019-02-26,12:00,TURB,60.0,NTU,2019-02-26,429.0,550.0,858.0,780.0,888.0,362.0,347.0,250.0,148.0,3.0,44.0,49.0,POINT (-100.24848 20.09001)
284,MEX01737,2019-02-26,12:00,TURB,0.0,NTU,2019-02-26,319.0,647.0,994.0,1052.0,1286.0,1449.0,1642.0,1677.0,1782.0,701.0,2295.0,1692.0,POINT (-99.4713 21.20477)
285,MEX01732,2019-02-26,12:00,TURB,1.0,NTU,2019-02-26,185.0,173.0,308.0,99.0,89.0,50.0,59.0,46.0,44.0,151.0,93.0,70.0,POINT (-99.47539 21.19783)
